query,dataflow,scale_factor,customer_factor,core_pin,workers,extra_workers,add_cpu_threads,chunk_bytes,nvchunk,comp_algo,sort_by,max_gpu_um_memory,pruning,pruning_param,pruning_p,pruning_m,simulate_compute_ms,event_sync,device_mem_total,device_mem_used,host_mem_used,comp_bytes,uncomp_bytes,pruned_bytes,population_ms,comp_ms,prune_ms,time_ms,debug_0,debug_1,debug_2,debug_3
# GPU   Info: NVIDIA A100-SXM4-40GB, 00000000:47:00.0
# Slurm Info: 30663 32 1 gres:gpu:gpu_group1:1
# ../../../bin/ssb --dataflow=SSD2GPU --chunk_bytes=65536,262144,1048576,4194304,16777216,67108864,268435456 --comp_algo=UNCOMPRESSED,BEST_BW_COMP --cuda_device=0 --init_variant=init_only --nvchunk=65536 --print=csv --query=select_orderpriority,select_commitdate --repeat=2 --scale_factor=100 --ssdpath=/raid/gds/100G.file --dbpath=/mnt/labstore/nboeschen/ssb/diskdb100.dat --store_offset=0 --workers=1,2,4,8,16 --customer_factor=1 --sim_compute_ms=600 --event_sync=true
#[INFO ] Loading table data from disk ...
select_orderpriority,SSD2GPU,100,1,,1,1,1,65536,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,65536,86775697408,9600266240,9600266112,0,-1,1081.45,-1,106292,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,262144,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,262144,86775894016,9600266240,9600266112,0,-1,1019.82,-1,29237.9,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,1048576,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1048576,86776156160,9600266240,9600266112,0,-1,1120.14,-1,8654.75,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,4194304,86776156160,9600266240,9600266112,0,-1,1010.54,-1,3071.33,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,16777216,86788739072,9600266240,9600266112,0,-1,1089.99,-1,1169.65,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,67108864,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,67108864,86839070720,9600266240,9600266112,0,-1,1010.11,-1,907.2,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,268435456,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,268435456,86839070720,9600266240,9600266112,0,-1,984.734,-1,841.35,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,65536,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,849507840,86775697408,1023455232,9600266112,0,-1,382803,-1,164710,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,262144,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,849950208,86775894016,727875584,9600266112,0,-1,110886,-1,42636.5,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,1048576,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,851719680,86776156160,660602880,9600266112,0,-1,31052.2,-1,11190.6,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,4194304,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,858797568,86776156160,645906432,9600266112,0,-1,8994.58,-1,2975.67,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,887109120,86788739072,643096576,9600266112,0,-1,2769.81,-1,723.211,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,67108864,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1000355328,86839070720,645537792,9600266112,0,-1,1254.06,-1,251.952,,,,
select_orderpriority,SSD2GPU,100,1,,1,1,1,268435456,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1453340160,86839070720,645341184,9600266112,0,-1,980.964,-1,143.004,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,65536,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,131072,86775697408,9600266240,9600266112,0,-1,1090.42,-1,53697.8,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,262144,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,524288,86775894016,9600266240,9600266112,0,-1,1065.01,-1,14716.9,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,1048576,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,2097152,86776156160,9600266240,9600266112,0,-1,992.109,-1,4441.62,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,8388608,86776156160,9600266240,9600266112,0,-1,1022.81,-1,1532.48,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,33554432,86788739072,9600266240,9600266112,0,-1,1083.9,-1,798.094,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,67108864,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,134217728,86839070720,9600266240,9600266112,0,-1,1019.88,-1,604.97,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,268435456,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,536870912,86839070720,9600266240,9600266112,0,-1,1022.12,-1,581.622,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,65536,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1699015680,86775697408,1023455232,9600266112,0,-1,382929,-1,82924.1,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,262144,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1699900416,86775894016,727875584,9600266112,0,-1,110858,-1,21423.2,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,1048576,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1703439360,86776156160,660602880,9600266112,0,-1,31111.2,-1,5608.73,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,4194304,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1717595136,86776156160,645906432,9600266112,0,-1,9057.67,-1,1431.86,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1774218240,86788739072,643096576,9600266112,0,-1,2762.48,-1,369.076,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,67108864,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,2000710656,86839070720,645537792,9600266112,0,-1,1247.8,-1,133.981,,,,
select_orderpriority,SSD2GPU,100,1,,2,1,1,268435456,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,2906680320,86839070720,645341184,9600266112,0,-1,984.98,-1,88.2793,,,,
select_orderpriority,SSD2GPU,100,1,,4,1,1,65536,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,262144,86775697408,9600266240,9600266112,0,-1,1045.67,-1,27022.3,,,,
select_orderpriority,SSD2GPU,100,1,,4,1,1,262144,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,1048576,86775894016,9600266240,9600266112,0,-1,1021.53,-1,7595.9,,,,
select_orderpriority,SSD2GPU,100,1,,4,1,1,1048576,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,4194304,86776156160,9600266240,9600266112,0,-1,1020.78,-1,2261.88,,,,
select_orderpriority,SSD2GPU,100,1,,4,1,1,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,600,1,42298834944,16777216,86776156160,9600266240,9600266112,0,-1,1027.82,-1,829.422,,,,
