query,dataflow,scale_factor,customer_factor,workers,extra_workers,add_cpu_threads,chunk_bytes,nvchunk,comp_algo,sort_by,max_gpu_um_memory,pruning,pruning_param,pruning_p,pruning_m,device_mem_total,device_mem_used,host_mem_used,comp_bytes,uncomp_bytes,pruned_bytes,population_ms,comp_ms,prune_ms,time_ms,debug_0,debug_1,debug_2,debug_3
# GPU   Info: NVIDIA A100-SXM4-40GB, 00000000:87:00.0
# Slurm Info: 26774 32 1 gres:gpu:gpu_group2:1
# ../../bin/ssb --dataflow=SSD2GPU2CPU --chunk_bytes=1048576,4194304,16777216,67108864,268435456 --comp_algo=UNCOMPRESSED,Gdeflate --cuda_device=0 --init_variant=init_only --nvchunk=65536 --print=csv --query=query1.1,query1.2,query1.3 --repeat=2 --scale_factor=100 --ssdpath=/raid/gds/100G.file --dbpath=/mnt/labstore/nboeschen/ssb/diskdb100.dat --store_offset=0 --workers=6 --sort_by=general_dimsort --pruning=MINMAX --shuffle_ratio=0.0 --pruning_param=128 --pruning_m=2048 --pruning_p=0.01
#[INFO ] Loading table data from disk ...
#[INFO ] Prejoining tables for metadata ...
#[INFO ] Sorting fact table ...
#[INFO ] chunk_num: 4578, tuples_per_chunk: 131072, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 3894 of 4578 chunks (0.85), 7145095168 of 8400240640 bytes (0.85)
query1.1,SSD2GPU2CPU,100,1,6,1,1,1048576,65536,UNCOMPRESSED,general_dimsort,0,MINMAX,128,0.01,2048,42505273344,95865932,116776576736,8400240640,8400232848,7145095168,-1,1685.31,0.049029,176.622,,,,
#[INFO ] chunk_num: 1145, tuples_per_chunk: 524288, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 911 of 1145 chunks (0.80), 6682673152 of 8400240640 bytes (0.80)
query1.1,SSD2GPU2CPU,100,1,6,1,1,4194304,65536,UNCOMPRESSED,general_dimsort,0,MINMAX,128,0.01,2048,42505273344,65385576,116776535540,8400240640,8400232848,6682673152,-1,1579.24,0.087513,140.458,,,,
#[INFO ] chunk_num: 287, tuples_per_chunk: 2097152, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 200 of 287 chunks (0.70), 5845909504 of 8400240640 bytes (0.70)
query1.1,SSD2GPU2CPU,100,1,6,1,1,16777216,65536,UNCOMPRESSED,general_dimsort,0,MINMAX,128,0.01,2048,42505273344,181633152,116776525244,8400240640,8400232848,5845909504,-1,1513.36,0.056294,156.699,,,,
#[INFO ] chunk_num: 72, tuples_per_chunk: 8388608, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 43 of 72 chunks (0.60), 4994465792 of 8400240640 bytes (0.59)
query1.1,SSD2GPU2CPU,100,1,6,1,1,67108864,65536,UNCOMPRESSED,general_dimsort,0,MINMAX,128,0.01,2048,42505273344,706137956,116776522664,8400240640,8400232848,4994465792,-1,1584.21,0.059157,196.501,,,,
#[INFO ] chunk_num: 18, tuples_per_chunk: 33554432, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 7 of 18 chunks (0.39), 3232858112 of 8400240640 bytes (0.38)
query1.1,SSD2GPU2CPU,100,1,6,1,1,268435456,65536,UNCOMPRESSED,general_dimsort,0,MINMAX,128,0.01,2048,42505273344,2819068172,116776522016,8400240640,8400232848,3232858112,-1,1513.86,0.056991,276.218,,,,
#[INFO ] chunk_num: 4578, tuples_per_chunk: 131072, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 3894 of 4578 chunks (0.85), 2559021056 of 3003424768 bytes (0.85)
query1.1,SSD2GPU2CPU,100,1,6,1,1,1048576,65536,Gdeflate,general_dimsort,0,MINMAX,128,0.01,2048,42505273344,20494277708,116776576736,3003424768,8400232848,2559021056,-1,204384,0.052103,645.629,,,,
#[INFO ] chunk_num: 1145, tuples_per_chunk: 524288, Tuples total 600016632
#[INFO ] The result is: 42056852386840
