query,dataflow,scale_factor,customer_factor,workers,extra_workers,add_cpu_threads,chunk_bytes,nvchunk,comp_algo,sort_by,max_gpu_um_memory,pruning,pruning_param,device_mem_total,device_mem_used,host_mem_used,comp_bytes,uncomp_bytes,pruned_bytes,population_ms,comp_ms,time_ms,debug_0,debug_1,debug_2,debug_3
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,16777216,65536,BEST_BW_COMP,natural,268435456,DONTPRUNE,16,42505273344,41085179448,155154904584,8665812992,33936429884,0,-1,4028.68,494.588,14.337805,467.582338,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 8619806720	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 58580992	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 14.21 GB as dummy memory, leaving 0.25 GB
#[INFO ] CUST vs LO timer          =CUST 15.63, LO 453.45
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,33554432,65536,BEST_BW_COMP,natural,268435456,DONTPRUNE,16,42505273344,41005487672,155691775496,8678387712,33936429884,0,-1,4033.76,480.11,15.630613,453.445393,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 8648187904	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 78090240	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 9.32 GB as dummy memory, leaving 0.25 GB
#[INFO ] CUST vs LO timer          =CUST 23.47, LO 454.53
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,67108864,65536,BEST_BW_COMP,natural,268435456,DONTPRUNE,16,42505273344,41057916472,156765517320,8726278144,33936429884,0,-1,4059.26,486.276,23.469379,454.531690,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 352321536	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 25.44, LO 1668.32
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,42505273344,1505294392,155154904584,33999028224,33936429884,0,-1,4224.51,1695.56,25.438308,1668.321027,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 352321536	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 27.54, LO 1644.72
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,33554432,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,42505273344,2981689400,155691775496,34057748480,33936429884,0,-1,4233.29,1674.06,27.537644,1644.724767,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 469762048	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 39.31, LO 1649.07
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,67108864,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,42505273344,5934479416,156765517320,34292629504,33936429884,0,-1,4192.79,1690.16,39.307256,1649.072753,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 352321536	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 37.23 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 80.32, LO 1671.56
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,16777216,65536,UNCOMPRESSED,natural,16777216,DONTPRUNE,16,42505273344,41477208120,155154904584,33999028224,33936429884,0,-1,4265.68,1778.87,80.315002,1671.557627,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 352321536	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 35.90 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 28.31, LO 1647.68
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,33554432,65536,UNCOMPRESSED,natural,16777216,DONTPRUNE,16,42505273344,41531734072,155691775496,34057748480,33936429884,0,-1,4212.75,1702.21,28.314356,1647.679814,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 469762048	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 33.19 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 1751.34, LO 1652.35
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,67108864,65536,UNCOMPRESSED,natural,16777216,DONTPRUNE,16,42505273344,41571579960,156765517320,34292629504,33936429884,0,-1,4120.06,3427.94,1751.339320,1652.353776,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 352321536	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 37.27 GB as dummy memory, leaving 0.06 GB
#[INFO ] CUST vs LO timer          =CUST 24.88, LO 1664.98
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,16777216,65536,UNCOMPRESSED,natural,67108864,DONTPRUNE,16,42505273344,41523345464,155154904584,33999028224,33936429884,0,-1,4040.28,1716.94,24.879090,1664.976814,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 352321536	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 35.89 GB as dummy memory, leaving 0.06 GB
#[INFO ] CUST vs LO timer          =CUST 29.63, LO 1649.75
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,33554432,65536,UNCOMPRESSED,natural,67108864,DONTPRUNE,16,42505273344,41514956856,155691775496,34057748480,33936429884,0,-1,4461.57,1705.44,29.629647,1649.752830,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 469762048	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 33.13 GB as dummy memory, leaving 0.06 GB
#[INFO ] CUST vs LO timer          =CUST 41.57, LO 1648.99
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,67108864,65536,UNCOMPRESSED,natural,67108864,DONTPRUNE,16,42505273344,41504471096,156765517320,34292629504,33936429884,0,-1,4251.92,1714.68,41.567888,1648.989664,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 352321536	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 37.06 GB as dummy memory, leaving 0.25 GB
#[INFO ] CUST vs LO timer          =CUST 27.07, LO 1670.66
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,16777216,65536,UNCOMPRESSED,natural,268435456,DONTPRUNE,16,42505273344,41296853048,155154904584,33999028224,33936429884,0,-1,4165.22,1724.74,27.074247,1670.663954,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 352321536	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 35.61 GB as dummy memory, leaving 0.25 GB
#[INFO ] CUST vs LO timer          =CUST 28.58, LO 1645.89
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,33554432,65536,UNCOMPRESSED,natural,268435456,DONTPRUNE,16,42505273344,41217161272,155691775496,34057748480,33936429884,0,-1,4297.36,1700.32,28.583356,1645.892639,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 469762048	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 32.91 GB as dummy memory, leaving 0.25 GB
#[INFO ] CUST vs LO timer          =CUST 42.43, LO 1657.55
#[INFO ] CPU hashtable (/wo Agg)   =91.55MB
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4f,SSD2GPU2CPU,200,1,8,8,32,67108864,65536,UNCOMPRESSED,natural,268435456,DONTPRUNE,16,42505273344,41269590072,156765517320,34292629504,33936429884,0,-1,4290.95,1723.98,42.431644,1657.547653,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 8775970816	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406955520	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 336.34, LO 5148.11
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,42505273344,23569569392,187410904648,10182926336,42000429884,0,-1,8108.49,5486.35,336.344479,5148.107280,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 8788828160	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406517248	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 321.67, LO 4832.01
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,33554432,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,42505273344,26690131568,187947775560,10195345408,42000429884,0,-1,6367.29,5155.07,321.674045,4832.014084,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 8817803264	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406107648	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 316.33, LO 5100.84
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,67108864,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,42505273344,32931255920,189021517384,10223910912,42000429884,0,-1,5492.58,5419.06,316.329403,5100.835789,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 8775970816	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406955520	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 16.42 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 409.39, LO 4939.01
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,16777216,65536,BEST_BW_COMP,natural,16777216,DONTPRUNE,16,42505273344,41202620016,187410904648,10182926336,42000429884,0,-1,8156.48,5361.08,409.389944,4939.007386,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 8788828160	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406517248	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 13.61 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 32616.60, LO 4738.17
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,33554432,65536,BEST_BW_COMP,natural,16777216,DONTPRUNE,16,42505273344,41299089008,187947775560,10195345408,42000429884,0,-1,6340.18,37366.2,32616.596932,4738.166582,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 8817803264	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406107648	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 7.79 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 74523.42, LO 4836.39
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,67108864,65536,BEST_BW_COMP,natural,16777216,DONTPRUNE,16,42505273344,41296991856,189021517384,10223910912,42000429884,0,-1,5845.88,79367.2,74523.422291,4836.393421,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 8775970816	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406955520	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 16.47 GB as dummy memory, leaving 0.06 GB
#[INFO ] CUST vs LO timer          =CUST 410.94, LO 4864.28
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,16777216,65536,BEST_BW_COMP,natural,67108864,DONTPRUNE,16,42505273344,41248757360,187410904648,10182926336,42000429884,0,-1,8180.85,5287.8,410.936508,4864.280331,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 8788828160	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406517248	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 13.56 GB as dummy memory, leaving 0.06 GB
#[INFO ] CUST vs LO timer          =CUST 405.98, LO 4778.22
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,33554432,65536,BEST_BW_COMP,natural,67108864,DONTPRUNE,16,42505273344,41248757360,187947775560,10195345408,42000429884,0,-1,6360.03,5195.32,405.977003,4778.220747,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 8817803264	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406107648	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 7.74 GB as dummy memory, leaving 0.06 GB
#[INFO ] CUST vs LO timer          =CUST 4809.40, LO 4831.07
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,67108864,65536,BEST_BW_COMP,natural,67108864,DONTPRUNE,16,42505273344,41246660208,189021517384,10223910912,42000429884,0,-1,5555.47,9647.74,4809.397278,4831.066933,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 8775970816	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406955520	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 16.28 GB as dummy memory, leaving 0.25 GB
#[INFO ] CUST vs LO timer          =CUST 412.38, LO 4865.69
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,16777216,65536,BEST_BW_COMP,natural,268435456,DONTPRUNE,16,42505273344,41047430768,187410904648,10182926336,42000429884,0,-1,8157.26,5290.54,412.380924,4865.692346,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 8788828160	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406517248	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 13.37 GB as dummy memory, leaving 0.25 GB
#[INFO ] CUST vs LO timer          =CUST 398.53, LO 4718.08
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,33554432,65536,BEST_BW_COMP,natural,268435456,DONTPRUNE,16,42505273344,41047430768,187947775560,10195345408,42000429884,0,-1,6644.09,5127.85,398.530560,4718.079554,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 8817803264	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 1406107648	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 7.56 GB as dummy memory, leaving 0.25 GB
#[INFO ] CUST vs LO timer          =CUST 393.24, LO 4825.68
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,67108864,65536,BEST_BW_COMP,natural,268435456,DONTPRUNE,16,42505273344,41045333616,189021517384,10223910912,42000429884,0,-1,5420.31,5226.07,393.236012,4825.683776,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 8455716864	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 458.98, LO 5059.21
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,42505273344,1975056496,187410904648,42102423552,42000429884,0,-1,5105.28,5520.08,458.980758,5059.210024,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 8455716864	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 467.52, LO 5030.75
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,33554432,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,42505273344,3921213552,187947775560,42161143808,42000429884,0,-1,5249.45,5500.16,467.518049,5030.745480,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 8455716864	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 0.00 GB as dummy memory, leaving 0.00 GB
#[INFO ] CUST vs LO timer          =CUST 491.13, LO 5240.37
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,67108864,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,42505273344,7813527664,189021517384,42278584320,42000429884,0,-1,4914.25,5733.4,491.126203,5240.367100,,
#[INFO ] lo_tuples_per_chunk=2097152
#[INFO ] cust_tuples_per_chunk=1048576
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 8455716864	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 36.73 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 465.03, LO 5057.92
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,16777216,65536,UNCOMPRESSED,natural,16777216,DONTPRUNE,16,42505273344,41414293616,187410904648,42102423552,42000429884,0,-1,5048.33,5549.95,465.033222,5057.918108,,
#[INFO ] lo_tuples_per_chunk=4194304
#[INFO ] cust_tuples_per_chunk=2097152
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 8455716864	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 35.01 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 27155.40, LO 4952.13
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
query3.1c,SSD2GPU2CPU,200,25,8,8,32,33554432,65536,UNCOMPRESSED,natural,16777216,DONTPRUNE,16,42505273344,41514956912,187947775560,42161143808,42000429884,0,-1,5238.32,32133.2,27155.402008,4952.130316,,
#[INFO ] lo_tuples_per_chunk=8388608
#[INFO ] cust_tuples_per_chunk=4194304
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 8455716864	(150000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Allocated 31.38 GB as dummy memory, leaving 0.02 GB
#[INFO ] CUST vs LO timer          =CUST 78794.50, LO 5253.26
#[INFO ] CPU hashtable (/wo Agg)   =2288.82MB
#[INFO ] Sum of results            =149452518433851
#[INFO ] Number of results (groups)=150
