query,dataflow,scale_factor,core_pin,workers,chunk_bytes,nvchunk,comp_algo,sort_by,max_gpu_um_memory,pruning,pruning_param,pruning_p,pruning_m,col_filter_lo,col_filter_hi,simulate_compute_us,event_sync,device_mem_total,device_mem_used,host_mem_used,comp_bytes,uncomp_bytes,pruned_bytes,population_ms,comp_ms,prune_ms,time_ms,debug_0,debug_1,debug_2,debug_3,customer_factor,extra_workers,add_cpu_threads
# GPU   Info: NVIDIA A100-SXM4-40GB, 00000000:BD:00.0
# Slurm Info: 34538 32 1 gres:gpu:1
# ../../../bin/ssb --dataflow=SSD2GPU2CPU --chunk_bytes=4194304,16777216,67108864 --comp_algo=UNCOMPRESSED,BEST_BW_COMP --cuda_device=0 --nvchunk=65536 --print=csv --query=query1.1,query1.2,query1.3,query2.1,query2.2,query2.3,query3.1,query3.2,query3.3,query3.4,query4.1,query4.2,query4.3 --repeat=2 --scale_factor=50 --ssdpath=/raid/gds/300G.file --dbpath= --store_offset=0 --workers=8 --pre_aggr_path= --csv_delimiter=,
#[INFO ] Prejoining tables for metadata ...
#[INFO ] chunk_num: 573, tuples_per_chunk: 524288, Tuples total 299998345
#[INFO ] The result is: 21039215126196
#[INFO ] Pruned: 0 of 573 chunks (0.00), 0 of 4199985152 bytes (0.00), took 0.01 ms
query1.1,SSD2GPU2CPU,50,,8,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,87474052,58484948860,4199985152,4199976830,0,91393.8,5264.45,0.01097,262.952,,,,,1,1,1
#[INFO ] chunk_num: 144, tuples_per_chunk: 2097152, Tuples total 299998345
#[INFO ] The result is: 21039215126196
#[INFO ] Pruned: 0 of 144 chunks (0.00), 0 of 4199985152 bytes (0.00), took 0.01 ms
query1.1,SSD2GPU2CPU,50,,8,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,242189968,58463504008,4199985152,4199976830,0,91393.8,4945.85,0.011301,226.082,,,,,1,1,1
#[INFO ] chunk_num: 36, tuples_per_chunk: 8388608, Tuples total 299998345
#[INFO ] The result is: 21039215126196
#[INFO ] Pruned: 0 of 36 chunks (0.00), 0 of 4199985152 bytes (0.00), took 0.01 ms
query1.1,SSD2GPU2CPU,50,,8,67108864,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,941434336,58458105304,4199985152,4199976830,0,91393.8,4859.18,0.010099,210.495,,,,,1,1,1
#[INFO ] chunk_num: 573, tuples_per_chunk: 524288, Tuples total 299998345
#[INFO ] The result is: 21039215126196
#[INFO ] Pruned: 0 of 573 chunks (0.00), 0 of 1475579904 bytes (0.00), took 0.03 ms
query1.1,SSD2GPU2CPU,50,,8,4194304,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,9080817284,58484948860,1475579904,4199976830,0,91393.8,26877.5,0.034947,179.93,,,,,1,1,1
#[INFO ] chunk_num: 144, tuples_per_chunk: 2097152, Tuples total 299998345
#[INFO ] The result is: 21039215126196
#[INFO ] Pruned: 0 of 144 chunks (0.00), 0 of 1476235264 bytes (0.00), took 0.03 ms
query1.1,SSD2GPU2CPU,50,,8,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,9455734160,58463504008,1476235264,4199976830,0,91393.8,10068.7,0.028825,92.4158,,,,,1,1,1
#[INFO ] chunk_num: 36, tuples_per_chunk: 8388608, Tuples total 299998345
#[INFO ] The result is: 21039215126196
#[INFO ] Pruned: 0 of 36 chunks (0.00), 0 of 1475133440 bytes (0.00), took 0.03 ms
query1.1,SSD2GPU2CPU,50,,8,67108864,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,11035782368,58458105304,1475133440,4199976830,0,91393.8,5732.82,0.028143,87.1372,,,,,1,1,1
#[INFO ] chunk_num: 573, tuples_per_chunk: 524288, Tuples total 299998345
#[INFO ] The result is: 4531516252170
#[INFO ] Pruned: 0 of 573 chunks (0.00), 0 of 4199985152 bytes (0.00), took 0.03 ms
query1.2,SSD2GPU2CPU,50,,8,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,87474052,58484948860,4199985152,4199976830,0,91393.8,5805,0.034004,264.189,,,,,1,1,1
#[INFO ] chunk_num: 144, tuples_per_chunk: 2097152, Tuples total 299998345
#[INFO ] The result is: 4531516252170
#[INFO ] Pruned: 0 of 144 chunks (0.00), 0 of 4199985152 bytes (0.00), took 0.02 ms
query1.2,SSD2GPU2CPU,50,,8,16777216,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,242189968,58463504008,4199985152,4199976830,0,91393.8,5060.85,0.01598,216.816,,,,,1,1,1
#[INFO ] chunk_num: 36, tuples_per_chunk: 8388608, Tuples total 299998345
#[INFO ] The result is: 4531516252170
#[INFO ] Pruned: 0 of 36 chunks (0.00), 0 of 4199985152 bytes (0.00), took 0.01 ms
query1.2,SSD2GPU2CPU,50,,8,67108864,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,941434336,58458105304,4199985152,4199976830,0,91393.8,4926.15,0.009268,210.628,,,,,1,1,1
#[INFO ] chunk_num: 573, tuples_per_chunk: 524288, Tuples total 299998345
#[INFO ] The result is: 4531516252170
#[INFO ] Pruned: 0 of 573 chunks (0.00), 0 of 1475579904 bytes (0.00), took 0.02 ms
query1.2,SSD2GPU2CPU,50,,8,4194304,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,9080817284,58484948860,1475579904,4199976830,0,91393.8,26753.1,0.021832,171.635,,,,,1,1,1
#[INFO ] chunk_num: 144, tuples_per_chunk: 2097152, Tuples total 299998345
#[INFO ] The result is: 4531516252170
#[INFO ] Pruned: 0 of 144 chunks (0.00), 0 of 1476235264 bytes (0.00), took 0.07 ms
query1.2,SSD2GPU2CPU,50,,8,16777216,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,9455734160,58463504008,1476235264,4199976830,0,91393.8,10086.6,0.07374,88.6563,,,,,1,1,1
#[INFO ] chunk_num: 36, tuples_per_chunk: 8388608, Tuples total 299998345
#[INFO ] The result is: 4531516252170
#[INFO ] Pruned: 0 of 36 chunks (0.00), 0 of 1475133440 bytes (0.00), took 0.03 ms
query1.2,SSD2GPU2CPU,50,,8,67108864,65536,BEST_BW_COMP,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,11035782368,58458105304,1475133440,4199976830,0,91393.8,5808.43,0.029015,81.5534,,,,,1,1,1
#[INFO ] chunk_num: 573, tuples_per_chunk: 524288, Tuples total 299998345
#[INFO ] The result is: 1234508031440
#[INFO ] Pruned: 0 of 573 chunks (0.00), 0 of 4199985152 bytes (0.00), took 0.07 ms
query1.3,SSD2GPU2CPU,50,,8,4194304,65536,UNCOMPRESSED,natural,0,DONTPRUNE,16,0.01,8192,-,-,-1,1,42298834944,87474052,58484948860,4199985152,4199976830,0,91393.8,5812,0.070784,260.612,,,,,1,1,1
#[INFO ] chunk_num: 144, tuples_per_chunk: 2097152, Tuples total 299998345
#[INFO ] The result is: 1234508031440
