query,dataflow,scale_factor,customer_factor,workers,extra_workers,add_cpu_threads,chunk_bytes,nvchunk,comp_algo,sort_by,max_gpu_um_memory,pruning,pruning_param,pruning_p,pruning_m,device_mem_total,device_mem_used,host_mem_used,comp_bytes,uncomp_bytes,pruned_bytes,population_ms,comp_ms,prune_ms,time_ms,debug_0,debug_1,debug_2,debug_3
# GPU   Info: NVIDIA A100-SXM4-40GB, 00000000:87:00.0
# Slurm Info: 26589 32 1 gres:gpu:gpu_group2:1
# ../../bin/ssb --dataflow=SSD2GPU2CPU --chunk_bytes=1048576,4194304,16777216,67108864,268435456 --comp_algo=UNCOMPRESSED,Gdeflate --cuda_device=0 --init_variant=init_only --nvchunk=65536 --print=csv --query=query1.1,query1.2,query1.3 --repeat=2 --scale_factor=100 --ssdpath=/raid/gds/100G.file --dbpath=/mnt/labstore/nboeschen/ssb/diskdb100.dat --store_offset=0 --workers=6 --sort_by=general_dimsort --pruning=DONTPRUNE,HIST --shuffle_ratio=0.0 --pruning_param=64 --pruning_m=1024 --pruning_p=0.01
#[INFO ] Loading table data from disk ...
#[INFO ] Prejoining tables for metadata ...
#[INFO ] Values in column 0,meta_lo_discount: #vals=11
#[INFO ] Values in column 1,meta_lo_quantity: #vals=50
#[INFO ] Values in column 2,meta_d_year: #vals=7
#[INFO ] Values in column 3,meta_d_yearmonthnum: #vals=84
#[INFO ] Values in column 4,meta_d_weeknuminyear: #vals=54
#[INFO ] Values in column 5,meta_d_yearmonth: #vals=84
#[INFO ] Values in column 6,meta_c_city: #vals=250
#[INFO ] Values in column 7,meta_c_nation: #vals=25
#[INFO ] Values in column 8,meta_c_region: #vals=5
#[INFO ] Sorting fact table ...
#[INFO ] chunk_num: 4578, tuples_per_chunk: 131072, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 0 of 4578 chunks (0.00), 0 of 8400240640 bytes (0.00)
query1.1,SSD2GPU2CPU,100,1,6,1,1,1048576,65536,UNCOMPRESSED,general_dimsort,0,DONTPRUNE,64,0.01,1024,42505273344,53675084,116776576736,8400240640,8400232848,0,-1,1608.35,0.00859,1082.5,,,,
#[INFO ] chunk_num: 1145, tuples_per_chunk: 524288, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 0 of 1145 chunks (0.00), 0 of 8400240640 bytes (0.00)
query1.1,SSD2GPU2CPU,100,1,6,1,1,4194304,65536,UNCOMPRESSED,general_dimsort,0,DONTPRUNE,64,0.01,1024,42505273344,54833256,116776535540,8400240640,8400232848,0,-1,1572.2,0.009498,595.786,,,,
#[INFO ] chunk_num: 287, tuples_per_chunk: 2097152, Tuples total 600016632
#[INFO ] The result is: 42056852386840
#[INFO ] Pruned: 0 of 287 chunks (0.00), 0 of 8400240640 bytes (0.00)
