query,scale_factor,drop_cache,comp_algo,mem_limit,thread_limit,uncomp_bytes,comp_bytes,io_bytes,time_ms
# ../../../bin/duckdb_ssb --repeat=5 --dbpath=/raid/gds/ssb/parquet200/snappy/ --query=query1.1,query1.2,query1.3,query2.1,query2.2,query2.3,query3.1,query3.2,query3.3,query3.4,query4.1,query4.2,query4.3 --mem_limit=274877906944 --thread_limit=64 --explain_analyze=false
#[INFO ] Res size 1
query1.1,200,1,SNAPPY,274877906944,64,0,11171455888,15923777536,4723.81
#[INFO ] Res size 1
query1.2,200,1,SNAPPY,274877906944,64,0,11171456239,15923650560,4643.47
#[INFO ] Res size 1
query1.3,200,1,SNAPPY,274877906944,64,0,11171456754,15923650560,4575.26
#[INFO ] Res size 280
query2.1,200,1,SNAPPY,274877906944,64,0,18394695318,28796506112,8355.95
#[INFO ] Res size 56
query2.2,200,1,SNAPPY,274877906944,64,0,18392729782,28793520128,7366.94
#[INFO ] Res size 7
query2.3,200,1,SNAPPY,274877906944,64,0,18392729784,28793520128,7305.1
#[INFO ] Res size 150
query3.1,200,1,SNAPPY,274877906944,64,0,14839140958,28846010368,6604.49
#[INFO ] Res size 600
query3.2,200,1,SNAPPY,274877906944,64,0,14846935257,28855496704,6758.06
#[INFO ] Res size 24
query3.3,200,1,SNAPPY,274877906944,64,0,14839073751,28854001664,6289.44
#[INFO ] Res size 4
query3.4,200,1,SNAPPY,274877906944,64,0,14839074344,28853673984,6037.18
#[INFO ] Res size 35
query4.1,200,1,SNAPPY,274877906944,64,0,25591266439,36046790656,9558.27
#[INFO ] Res size 100
query4.2,200,1,SNAPPY,274877906944,64,0,25586353831,36045287424,10031.2
#[INFO ] Res size 800
query4.3,200,1,SNAPPY,274877906944,64,0,25589788956,36053839872,10232.2
#[INFO ] Res size 1
query1.1,200,1,SNAPPY,274877906944,64,0,11171455920,15923650560,4361.03
#[INFO ] Res size 1
query1.2,200,1,SNAPPY,274877906944,64,0,11171456249,15923650560,4275.36
#[INFO ] Res size 1
query1.3,200,1,SNAPPY,274877906944,64,0,11171456762,15923650560,4228.61
#[INFO ] Res size 280
query2.1,200,1,SNAPPY,274877906944,64,0,18394695326,28796506112,7494.95
#[INFO ] Res size 56
query2.2,200,1,SNAPPY,274877906944,64,0,18392729788,28793520128,6923.45
#[INFO ] Res size 7
query2.3,200,1,SNAPPY,274877906944,64,0,18392729788,28793520128,6792.91
#[INFO ] Res size 150
query3.1,200,1,SNAPPY,274877906944,64,0,14839140962,28846010368,6349.69
#[INFO ] Res size 600
query3.2,200,1,SNAPPY,274877906944,64,0,14846935261,28855496704,6357.84
#[INFO ] Res size 24
query3.3,200,1,SNAPPY,274877906944,64,0,14839073755,28853673984,6046.71
#[INFO ] Res size 4
query3.4,200,1,SNAPPY,274877906944,64,0,14839074346,28853673984,5905.91
#[INFO ] Res size 35
query4.1,200,1,SNAPPY,274877906944,64,0,25591266441,36046790656,9564.81
#[INFO ] Res size 100
query4.2,200,1,SNAPPY,274877906944,64,0,25586353833,36045156352,9585.55
#[INFO ] Res size 800
query4.3,200,1,SNAPPY,274877906944,64,0,25589788958,36053839872,9670.43
#[INFO ] Res size 1
query1.1,200,1,SNAPPY,274877906944,64,0,11171455922,15923650560,4269.34
#[INFO ] Res size 1
query1.2,200,1,SNAPPY,274877906944,64,0,11171456251,15923650560,4172.64
#[INFO ] Res size 1
query1.3,200,1,SNAPPY,274877906944,64,0,11171456764,15923650560,4219.18
#[INFO ] Res size 280
query2.1,200,1,SNAPPY,274877906944,64,0,18394695328,28796506112,7311.91
#[INFO ] Res size 56
query2.2,200,1,SNAPPY,274877906944,64,0,18392729790,28793520128,6992.26
#[INFO ] Res size 7
query2.3,200,1,SNAPPY,274877906944,64,0,18392729790,28793520128,6669.69
#[INFO ] Res size 150
query3.1,200,1,SNAPPY,274877906944,64,0,14839140964,28846010368,6482
#[INFO ] Res size 600
query3.2,200,1,SNAPPY,274877906944,64,0,14846935261,28855496704,6384.19
#[INFO ] Res size 24
query3.3,200,1,SNAPPY,274877906944,64,0,14839073755,28853673984,6020.1
#[INFO ] Res size 4
query3.4,200,1,SNAPPY,274877906944,64,0,14839074346,28853673984,5971.94
#[INFO ] Res size 35
query4.1,200,1,SNAPPY,274877906944,64,0,25591266441,36046790656,9597.17
#[INFO ] Res size 100
query4.2,200,1,SNAPPY,274877906944,64,0,25586353835,36045156352,9504.43
#[INFO ] Res size 800
query4.3,200,1,SNAPPY,274877906944,64,0,25589788960,36053839872,9594
#[INFO ] Res size 1
query1.1,200,1,SNAPPY,274877906944,64,0,11171455924,15923650560,4258.82
#[INFO ] Res size 1
query1.2,200,1,SNAPPY,274877906944,64,0,11171456253,15923650560,4208.12
#[INFO ] Res size 1
query1.3,200,1,SNAPPY,274877906944,64,0,11171456766,15923650560,4148.61
#[INFO ] Res size 280
query2.1,200,1,SNAPPY,274877906944,64,0,18394695330,28796506112,7283
#[INFO ] Res size 56
query2.2,200,1,SNAPPY,274877906944,64,0,18392729792,28793520128,6905.61
#[INFO ] Res size 7
query2.3,200,1,SNAPPY,274877906944,64,0,18392729792,28793520128,6689.07
#[INFO ] Res size 150
query3.1,200,1,SNAPPY,274877906944,64,0,14839140966,28846010368,6341.1
#[INFO ] Res size 600
query3.2,200,1,SNAPPY,274877906944,64,0,14846935263,28855496704,6481.85
#[INFO ] Res size 24
query3.3,200,1,SNAPPY,274877906944,64,0,14839073759,28853673984,5940.97
#[INFO ] Res size 4
query3.4,200,1,SNAPPY,274877906944,64,0,14839074350,28853673984,5866.37
#[INFO ] Res size 35
query4.1,200,1,SNAPPY,274877906944,64,0,25591266445,36046790656,9272.42
#[INFO ] Res size 100
query4.2,200,1,SNAPPY,274877906944,64,0,25586353837,36045156352,9556.13
#[INFO ] Res size 800
query4.3,200,1,SNAPPY,274877906944,64,0,25589788962,36053839872,9784.91
#[INFO ] Res size 1
query1.1,200,1,SNAPPY,274877906944,64,0,11171455926,15923650560,4265.79
#[INFO ] Res size 1
query1.2,200,1,SNAPPY,274877906944,64,0,11171456255,15923650560,4036.85
#[INFO ] Res size 1
query1.3,200,1,SNAPPY,274877906944,64,0,11171456768,15923650560,4118.02
#[INFO ] Res size 280
query2.1,200,1,SNAPPY,274877906944,64,0,18394695332,28796506112,7260.25
#[INFO ] Res size 56
query2.2,200,1,SNAPPY,274877906944,64,0,18392729794,28793520128,6752.6
#[INFO ] Res size 7
query2.3,200,1,SNAPPY,274877906944,64,0,18392729794,28793520128,6680.01
#[INFO ] Res size 150
query3.1,200,1,SNAPPY,274877906944,64,0,14839140968,28846010368,6347.51
#[INFO ] Res size 600
query3.2,200,1,SNAPPY,274877906944,64,0,14846935267,28855496704,6459.66
#[INFO ] Res size 24
query3.3,200,1,SNAPPY,274877906944,64,0,14839073761,28853673984,6047.53
#[INFO ] Res size 4
query3.4,200,1,SNAPPY,274877906944,64,0,14839074352,28853673984,6115.79
#[INFO ] Res size 35
query4.1,200,1,SNAPPY,274877906944,64,0,25591266447,36046790656,9643.9
#[INFO ] Res size 100
query4.2,200,1,SNAPPY,274877906944,64,0,25586353839,36045156352,9534.44
#[INFO ] Res size 800
query4.3,200,1,SNAPPY,274877906944,64,0,25589788964,36053839872,9798.27
# ../../../bin/duckdb_ssb --repeat=5 --dbpath=/raid/gds/ssb/parquet200/zstd/ --query=query1.1,query1.2,query1.3,query2.1,query2.2,query2.3,query3.1,query3.2,query3.3,query3.4,query4.1,query4.2,query4.3 --mem_limit=274877906944 --thread_limit=64 --explain_analyze=false
#[INFO ] Res size 1
query1.1,200,1,ZSTD,274877906944,64,0,7151294689,12447940608,3607.86
#[INFO ] Res size 1
query1.2,200,1,ZSTD,274877906944,64,0,7151294836,12447940608,3603.48
#[INFO ] Res size 1
query1.3,200,1,ZSTD,274877906944,64,0,7151295185,12447940608,3431.96
#[INFO ] Res size 280
query2.1,200,1,ZSTD,274877906944,64,0,12976753700,25171869696,5745.47
#[INFO ] Res size 56
query2.2,200,1,ZSTD,274877906944,64,0,12975515926,25169764352,4986.62
#[INFO ] Res size 7
query2.3,200,1,ZSTD,274877906944,64,0,12975515926,25169764352,5022.19
#[INFO ] Res size 150
query3.1,200,1,ZSTD,274877906944,64,0,10305280229,25196576768,5122.23
#[INFO ] Res size 600
query3.2,200,1,ZSTD,274877906944,64,0,10310229299,25198272512,5303.44
#[INFO ] Res size 24
query3.3,200,1,ZSTD,274877906944,64,0,10305279672,25188540416,4670.18
#[INFO ] Res size 4
query3.4,200,1,ZSTD,274877906944,64,0,10305280025,25188540416,4648.2
#[INFO ] Res size 35
query4.1,200,1,ZSTD,274877906944,64,0,17232712983,25216307200,6957.27
#[INFO ] Res size 100
query4.2,200,1,ZSTD,274877906944,64,0,17229621574,25208983552,6904.52
#[INFO ] Res size 800
query4.3,200,1,ZSTD,274877906944,64,0,17231818300,25216409600,7506.28
#[INFO ] Res size 1
query1.1,200,1,ZSTD,274877906944,64,0,7151294721,12447940608,3489.45
#[INFO ] Res size 1
query1.2,200,1,ZSTD,274877906944,64,0,7151294848,12447940608,3470.49
#[INFO ] Res size 1
query1.3,200,1,ZSTD,274877906944,64,0,7151295193,12447940608,3487.14
#[INFO ] Res size 280
query2.1,200,1,ZSTD,274877906944,64,0,12976753708,25171869696,5465.63
#[INFO ] Res size 56
query2.2,200,1,ZSTD,274877906944,64,0,12975515932,25169764352,4920.65
#[INFO ] Res size 7
query2.3,200,1,ZSTD,274877906944,64,0,12975515932,25169764352,4832.48
#[INFO ] Res size 150
query3.1,200,1,ZSTD,274877906944,64,0,10305280233,25196576768,5040.84
#[INFO ] Res size 600
query3.2,200,1,ZSTD,274877906944,64,0,10310229305,25198272512,5324.48
