query,dataflow,scale_factor,customer_factor,pipelines,extra_pipelines,add_cpu_threads,chunk_bytes,nvchunk,comp_algo,sort_by,max_gpu_um_memory,device_mem_total,device_mem_used,host_mem_used,comp_bytes,uncomp_bytes,population_ms,comp_ms,time_ms
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =149723353967039
#[INFO ] Number of results (groups)=150
query3.1,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,UNCOMPRESSED,none,0,42505273344,4116595560,154185999208,33822867456,33600429884,-1,3831.08,1687.84
#[INFO ] Lineorder columns bytes: 8606400512	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989618526446
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,BEST_BW_COMP,none,0,42505273344,922440040,154185999208,8606400512,33600429884,-1,3883.57,746.658
#[INFO ] Lineorder columns bytes: 8607207424	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989582551356
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,BEST_BW_COMP,none,0,42505273344,1450922344,154185999208,8607207424,33600429884,-1,3618.29,760.785
#[INFO ] Lineorder columns bytes: 8619806720	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989792312080
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,BEST_BW_COMP,none,0,42505273344,2507886952,154185999208,8619806720,33600429884,-1,3779.47,772.819
#[INFO ] Lineorder columns bytes: 8648187904	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989665686297
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,BEST_BW_COMP,none,0,42505273344,4621816168,154185999208,8648187904,33600429884,-1,3533.62,767.803
#[INFO ] Lineorder columns bytes: 8647340032	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989792312080
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,BEST_BW_COMP,none,0,42505273344,8849674600,154185999208,8647340032,33600429884,-1,3522.92,785.883
#[INFO ] Lineorder columns bytes: 33617346560	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989792312080
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,UNCOMPRESSED,none,0,42505273344,593380200,154185999208,33617346560,33600429884,-1,4023.46,1785.61
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989792312080
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,UNCOMPRESSED,none,0,42505273344,828261224,154185999208,33646706688,33600429884,-1,3797.59,1717.71
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989792312080
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,UNCOMPRESSED,none,0,42505273344,1298023272,154185999208,33705426944,33600429884,-1,3986.97,1739.69
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989792312080
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,UNCOMPRESSED,none,0,42505273344,2237547368,154185999208,33822867456,33600429884,-1,3900.83,1713.65
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =5989792312080
#[INFO ] Number of results (groups)=600
query3.2,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,UNCOMPRESSED,none,0,42505273344,4116595560,154185999208,33822867456,33600429884,-1,3889.7,1738.36
#[INFO ] Lineorder columns bytes: 8606400512	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,BEST_BW_COMP,none,0,42505273344,922440040,154185999208,8606400512,33600429884,-1,3800.36,521.116
#[INFO ] Lineorder columns bytes: 8607207424	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,BEST_BW_COMP,none,0,42505273344,1450922344,154185999208,8607207424,33600429884,-1,3584.97,473.971
#[INFO ] Lineorder columns bytes: 8619806720	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,BEST_BW_COMP,none,0,42505273344,2507886952,154185999208,8619806720,33600429884,-1,3604,488.228
#[INFO ] Lineorder columns bytes: 8648187904	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,BEST_BW_COMP,none,0,42505273344,4621816168,154185999208,8648187904,33600429884,-1,3530.51,464.091
#[INFO ] Lineorder columns bytes: 8647340032	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,BEST_BW_COMP,none,0,42505273344,8849674600,154185999208,8647340032,33600429884,-1,3469.91,452.587
#[INFO ] Lineorder columns bytes: 33617346560	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,UNCOMPRESSED,none,0,42505273344,593380200,154185999208,33617346560,33600429884,-1,4088.71,1764.8
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,UNCOMPRESSED,none,0,42505273344,828261224,154185999208,33646706688,33600429884,-1,3970.91,1700.45
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,UNCOMPRESSED,none,0,42505273344,1298023272,154185999208,33705426944,33600429884,-1,3920.87,1700.06
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,UNCOMPRESSED,none,0,42505273344,2237547368,154185999208,33822867456,33600429884,-1,3921.84,1679.61
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =237890592976
#[INFO ] Number of results (groups)=24
query3.3,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,UNCOMPRESSED,none,0,42505273344,4116595560,154185999208,33822867456,33600429884,-1,3872.06,1678.15
#[INFO ] Lineorder columns bytes: 8606400512	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,BEST_BW_COMP,none,0,42505273344,922440040,154185999208,8606400512,33600429884,-1,3804.02,514.408
#[INFO ] Lineorder columns bytes: 8607207424	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,BEST_BW_COMP,none,0,42505273344,1450922344,154185999208,8607207424,33600429884,-1,3582.09,475.936
#[INFO ] Lineorder columns bytes: 8619806720	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,BEST_BW_COMP,none,0,42505273344,2507886952,154185999208,8619806720,33600429884,-1,3537.18,472.751
#[INFO ] Lineorder columns bytes: 8648187904	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,BEST_BW_COMP,none,0,42505273344,4621816168,154185999208,8648187904,33600429884,-1,3519.89,463.407
#[INFO ] Lineorder columns bytes: 8647340032	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,BEST_BW_COMP,none,0,42505273344,8849674600,154185999208,8647340032,33600429884,-1,3504.14,456.84
#[INFO ] Lineorder columns bytes: 33617346560	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,UNCOMPRESSED,none,0,42505273344,593380200,154185999208,33617346560,33600429884,-1,3967.1,1745.69
#[INFO ] Lineorder columns bytes: 33646706688	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,UNCOMPRESSED,none,0,42505273344,828261224,154185999208,33646706688,33600429884,-1,4005.08,1697.44
#[INFO ] Lineorder columns bytes: 33705426944	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,UNCOMPRESSED,none,0,42505273344,1298023272,154185999208,33705426944,33600429884,-1,3996.87,1703.04
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,UNCOMPRESSED,none,0,42505273344,2237547368,154185999208,33822867456,33600429884,-1,3959.55,1687.23
#[INFO ] Lineorder columns bytes: 33822867456	(1200015353 tuples)
#[INFO ] Customer  columns bytes: 336007168	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 49152		(2555 tuples)
#[INFO ] Sum of results            =3368697546
#[INFO ] Number of results (groups)=4
query3.4,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,UNCOMPRESSED,none,0,42505273344,4116595560,154185999208,33822867456,33600429884,-1,3942.88,1680.85
#[INFO ] Lineorder columns bytes: 14332772352	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,BEST_BW_COMP,none,0,42505273344,1116902288,154185991568,14332772352,48000614120,-1,5983.76,833.678
#[INFO ] Lineorder columns bytes: 14333906944	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,BEST_BW_COMP,none,0,42505273344,1871877008,154185991568,14333906944,48000614120,-1,5810.76,776.116
#[INFO ] Lineorder columns bytes: 14354149376	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,BEST_BW_COMP,none,0,42505273344,3381826448,154185991568,14354149376,48000614120,-1,5580.31,783.063
#[INFO ] Lineorder columns bytes: 14401331200	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,BEST_BW_COMP,none,0,42505273344,6401725328,154185991568,14401331200,48000614120,-1,5470.32,803.02
#[INFO ] Lineorder columns bytes: 14400155648	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,BEST_BW_COMP,none,0,42505273344,12441523088,154185991568,14400155648,48000614120,-1,5317.11,750.776
#[INFO ] Lineorder columns bytes: 48024780800	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,UNCOMPRESSED,none,0,42505273344,662013328,154185991568,48024780800,48000614120,-1,5775,2474.14
#[INFO ] Lineorder columns bytes: 48066723840	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,UNCOMPRESSED,none,0,42505273344,997557648,154185991568,48066723840,48000614120,-1,5626.78,2409.24
#[INFO ] Lineorder columns bytes: 48150609920	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,UNCOMPRESSED,none,0,42505273344,1668646288,154185991568,48150609920,48000614120,-1,5731.29,2405.4
#[INFO ] Lineorder columns bytes: 48318382080	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,UNCOMPRESSED,none,0,42505273344,3010823568,154185991568,48318382080,48000614120,-1,5711.12,2388.26
#[INFO ] Lineorder columns bytes: 48318382080	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=35
query4.1,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,UNCOMPRESSED,none,0,42505273344,5695178128,154185991568,48318382080,48000614120,-1,5725.32,2384.9
#[INFO ] Lineorder columns bytes: 14332772352	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,BEST_BW_COMP,none,0,42505273344,1116910288,154185999568,14332772352,48000614120,-1,5911.42,836.258
#[INFO ] Lineorder columns bytes: 14333906944	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,BEST_BW_COMP,none,0,42505273344,1871885008,154185999568,14333906944,48000614120,-1,5827.22,782.545
#[INFO ] Lineorder columns bytes: 14354149376	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,BEST_BW_COMP,none,0,42505273344,3381834448,154185999568,14354149376,48000614120,-1,5695.72,784.713
#[INFO ] Lineorder columns bytes: 14401331200	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,BEST_BW_COMP,none,0,42505273344,6401733328,154185999568,14401331200,48000614120,-1,5638.9,763.324
#[INFO ] Lineorder columns bytes: 14400155648	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,BEST_BW_COMP,none,0,42505273344,12441531088,154185999568,14400155648,48000614120,-1,5384.47,751.324
#[INFO ] Lineorder columns bytes: 48024780800	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,UNCOMPRESSED,none,0,42505273344,662021328,154185999568,48024780800,48000614120,-1,5860.58,2480.8
#[INFO ] Lineorder columns bytes: 48066723840	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,UNCOMPRESSED,none,0,42505273344,997565648,154185999568,48066723840,48000614120,-1,5891.6,2452.86
#[INFO ] Lineorder columns bytes: 48150609920	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,UNCOMPRESSED,none,0,42505273344,1668654288,154185999568,48150609920,48000614120,-1,5541.45,2424.38
#[INFO ] Lineorder columns bytes: 48318382080	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,67108864,65536,UNCOMPRESSED,none,0,42505273344,3010831568,154185999568,48318382080,48000614120,-1,5769.29,2387.39
#[INFO ] Lineorder columns bytes: 48318382080	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=100
query4.2,SSD2GPU2CPU,200,1,8,1,1,134217728,65536,UNCOMPRESSED,none,0,42505273344,5695186128,154185999568,48318382080,48000614120,-1,5685.01,2390.77
#[INFO ] Lineorder columns bytes: 14332772352	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=800
query4.3,SSD2GPU2CPU,200,1,8,1,1,8388608,65536,BEST_BW_COMP,none,0,42505273344,1116918288,154186007568,14332772352,48000614120,-1,6028.22,835.055
#[INFO ] Lineorder columns bytes: 14333906944	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=800
query4.3,SSD2GPU2CPU,200,1,8,1,1,16777216,65536,BEST_BW_COMP,none,0,42505273344,1871893008,154186007568,14333906944,48000614120,-1,5718.94,780.517
#[INFO ] Lineorder columns bytes: 14354149376	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
#[INFO ] Customer  columns bytes: 240005120	(6000000 tuples)
#[INFO ] Supplier  columns bytes: 22409216	(400000 tuples)
#[INFO ] Date      columns bytes: 28672		(2555 tuples)
#[INFO ] Number of results (groups)=800
query4.3,SSD2GPU2CPU,200,1,8,1,1,33554432,65536,BEST_BW_COMP,none,0,42505273344,3381842448,154186007568,14354149376,48000614120,-1,5611.79,783.571
#[INFO ] Lineorder columns bytes: 14401331200	(1200015353 tuples)
#[INFO ] Part      columns bytes: 64000000	(1600000 tuples)
