# GPU   Info: NVIDIA A100-SXM4-40GB, 00000000:B7:00.0
# Slurm Info: 24264 32 1 gres:gpu:gpu_group3:1
# ../bin/sample_ssb --chunk_bytes=8388608,16777216,33554432,67108864,134217728,268435456 --comp_algo=LZ4,Cascaded,Snappy,Gdeflate,Bitcomp,ANS --cuda_device=0 --init_variant=init_only --nvchunk=65536 --repeat=2 --scale_factor=200 --ssdpath=/raid/gds/100G.file --dbpath=/mnt/labstore/nboeschen/ssb/diskdb200.dat --store_offset=0 --workers=8 --customer_factor=1 --columns=lo_key,lo_linenum,lo_custkey,lo_partkey,lo_suppkey,lo_orderdate,lo_linenumber,lo_orderpriority,lo_quantity,lo_extendedprice,lo_ordtotalprice,lo_discount,lo_revenue,lo_supplycost,lo_tax,lo_commitdate,lo_shipmode --sample_ratio=0.01,0.05,0.1,0.2
col_name,comp_algo,uncomp_bytes,chunk_bytes,sample_ratio,workers,comp_bytes,comp_time,decomp_time
lo_discount_sample_RATIO,ANS,120001535,134217728,0.1,8,52154368,24.9894,7.46444
lo_revenue_sample_BW,Bitcomp,480006140,8388608,0.1,8,356114432,102.085,20.6026
lo_revenue_sample_RATIO,Bitcomp,480006140,16777216,0.1,8,356098048,99.9411,21.3806
lo_supplycost_sample_BW,Bitcomp,480006140,16777216,0.1,8,116166656,48.1917,8.4283
lo_supplycost_sample_RATIO,Bitcomp,480006140,268435456,0.1,8,112689152,62.0916,14.5885
lo_tax_sample_BW,ANS,120001535,8388608,0.1,8,50135040,40.171,4.22708
lo_tax_sample_RATIO,ANS,120001535,134217728,0.1,8,47816704,23.4782,7.12543
lo_commitdate_sample_BW,Bitcomp,960012280,16777216,0.1,8,212320256,89.344,13.1503
lo_commitdate_sample_RATIO,Bitcomp,960012280,8388608,0.1,8,209952768,96.2005,15.2367
lo_shipmode_sample_BW,Gdeflate,1920024560,67108864,0.1,8,193617920,284.136,16.4673
lo_shipmode_sample_RATIO,Gdeflate,1920024560,8388608,0.1,8,190627840,1109.77,33.2626
lo_key_sample_BW,Cascaded,1920024560,67108864,0.2,8,71467008,116.389,6.03163
lo_key_sample_RATIO,Cascaded,1920024560,8388608,0.2,8,71254016,138.73,10.8009
lo_linenum_sample_BW,Cascaded,240003070,8388608,0.2,8,74510336,34.8567,5.39089
lo_linenum_sample_RATIO,Cascaded,240003070,268435456,0.2,8,73965568,42.5373,10.5685
lo_custkey_sample_BW,Cascaded,1920024560,33554432,0.2,8,221712384,152.52,14.4228
lo_custkey_sample_RATIO,Cascaded,1920024560,8388608,0.2,8,218906624,171.383,17.025
lo_partkey_sample_BW,Bitcomp,1920024560,16777216,0.2,8,637317120,230.042,34.9756
lo_partkey_sample_RATIO,Bitcomp,1920024560,8388608,0.2,8,635015168,305.595,35.0319
lo_suppkey_sample_BW,Bitcomp,1920024560,8388608,0.2,8,495161344,208.935,27.5994
lo_suppkey_sample_RATIO,Bitcomp,1920024560,8388608,0.2,8,495161344,208.935,27.5994
lo_orderdate_sample_BW,Cascaded,1920024560,67108864,0.2,8,149499904,135.212,10.3195
lo_orderdate_sample_RATIO,Cascaded,1920024560,8388608,0.2,8,147406848,149.112,14.9027
lo_linenumber_sample_BW,Bitcomp,240003070,8388608,0.2,8,91938816,34.2734,6.49067
lo_linenumber_sample_RATIO,ANS,240003070,268435456,0.2,8,78843904,40.7276,10.9485
lo_orderpriority_sample_BW,Gdeflate,3840049120,67108864,0.2,8,215973888,453.303,23.1128
lo_orderpriority_sample_RATIO,Gdeflate,3840049120,16777216,0.2,8,212987904,955.596,35.8387
lo_quantity_sample_BW,Bitcomp,240003070,8388608,0.2,8,183046144,52.0887,11.322
lo_quantity_sample_RATIO,ANS,240003070,268435456,0.2,8,169984000,63.1191,20.6255
lo_extendedprice_sample_BW,Bitcomp,960012280,33554432,0.2,8,520028160,157.58,29.1954
lo_extendedprice_sample_RATIO,Bitcomp,960012280,8388608,0.2,8,514113536,160.79,29.2048
lo_ordtotalprice_sample_BW,Cascaded,960012280,8388608,0.2,8,232865792,106.723,14.1566
lo_ordtotalprice_sample_RATIO,Cascaded,960012280,8388608,0.2,8,232865792,106.723,14.1566
lo_discount_sample_BW,Bitcomp,240003070,8388608,0.2,8,122228736,39.8295,7.45024
lo_discount_sample_RATIO,ANS,240003070,268435456,0.2,8,104308736,47.3113,12.0681
lo_revenue_sample_BW,Bitcomp,960012280,16777216,0.2,8,516173824,155.966,29.6269
lo_revenue_sample_RATIO,Bitcomp,960012280,8388608,0.2,8,510136320,159.879,43.6746
lo_supplycost_sample_BW,Bitcomp,960012280,16777216,0.2,8,232333312,95.6964,14.7094
lo_supplycost_sample_RATIO,Bitcomp,960012280,8388608,0.2,8,228118528,100.947,16.67
lo_tax_sample_BW,Bitcomp,240003070,8388608,0.2,8,120582144,37.9214,7.98933
lo_tax_sample_RATIO,ANS,240003070,268435456,0.2,8,95629312,45.2679,11.6297
lo_commitdate_sample_BW,Bitcomp,1920024560,33554432,0.2,8,424476672,182.127,24.3619
lo_commitdate_sample_RATIO,Bitcomp,1920024560,8388608,0.2,8,417361920,193.131,31.645
lo_shipmode_sample_BW,Gdeflate,3840049120,67108864,0.2,8,452321280,638.479,28.7866
lo_shipmode_sample_RATIO,Gdeflate,3840049120,16777216,0.2,8,445988864,1443.24,43.3131
#DONE
