query,scale_factor,drop_cache,comp_algo,mem_limit,thread_limit,uncomp_bytes,comp_bytes,io_bytes,time_ms
# ../bin/duckdb_ssb --repeat=5 --dbpath=/raid/gds/parquet200/snappy/ --query=query1.1,query1.2,query1.3,query2.1,query2.2,query2.3,query3.1,query3.2,query3.3,query3.4,query4.1,query4.2,query4.3 --mem_limit=137438953472 --thread_limit=32
query3.2,200,1,ZSTD,137438953472,32,0,10310229307,25196810240,17201.8
#[INFO ] Res size 24
query3.3,200,1,ZSTD,137438953472,32,0,10305279682,25187078144,11727.5
#[INFO ] Res size 4
query3.4,200,1,ZSTD,137438953472,32,0,10305280033,25187078144,11626.2
#[INFO ] Res size 35
query4.1,200,1,ZSTD,137438953472,32,0,17232712989,25214844928,21011.4
#[INFO ] Res size 100
query4.2,200,1,ZSTD,137438953472,32,0,17229621580,25207521280,24096.4
#[INFO ] Res size 800
query4.3,200,1,ZSTD,137438953472,32,0,17231818306,25214943232,24788.7
#[INFO ] Res size 1
query1.1,200,1,ZSTD,137438953472,32,0,7151294727,12446478336,10525.9
#[INFO ] Res size 1
query1.2,200,1,ZSTD,137438953472,32,0,7151294854,12446478336,10481.7
#[INFO ] Res size 1
query1.3,200,1,ZSTD,137438953472,32,0,7151295199,12446478336,10083.7
#[INFO ] Res size 280
query2.1,200,1,ZSTD,137438953472,32,0,12976753714,25170399232,18144.2
#[INFO ] Res size 56
query2.2,200,1,ZSTD,137438953472,32,0,12975515938,25168297984,17210
#[INFO ] Res size 7
query2.3,200,1,ZSTD,137438953472,32,0,12975515938,25168297984,13942
#[INFO ] Res size 150
query3.1,200,1,ZSTD,137438953472,32,0,10305280239,25195114496,18316.3
#[INFO ] Res size 600
query3.2,200,1,ZSTD,137438953472,32,0,10310229309,25196810240,16466.3
#[INFO ] Res size 24
query3.3,200,1,ZSTD,137438953472,32,0,10305279682,25187078144,11488
#[INFO ] Res size 4
query3.4,200,1,ZSTD,137438953472,32,0,10305280033,25187078144,11716
#[INFO ] Res size 35
query4.1,200,1,ZSTD,137438953472,32,0,17232712989,25214844928,20412.3
#[INFO ] Res size 100
query4.2,200,1,ZSTD,137438953472,32,0,17229621580,25207521280,24420.8
#[INFO ] Res size 800
query4.3,200,1,ZSTD,137438953472,32,0,17231818306,25214943232,24091
# ../bin/duckdb_ssb --repeat=5 --dbpath=/raid/gds/parquet200/gzip/ --query=query1.1,query1.2,query1.3,query2.1,query2.2,query2.3,query3.1,query3.2,query3.3,query3.4,query4.1,query4.2,query4.3 --mem_limit=137438953472 --thread_limit=32
#[INFO ] Res size 1
query1.1,200,1,GZIP,137438953472,32,0,7121954818,12225449984,11302.3
#[INFO ] Res size 1
query1.2,200,1,GZIP,137438953472,32,0,7121954931,12225449984,11042.6
#[INFO ] Res size 1
query1.3,200,1,GZIP,137438953472,32,0,7121955029,12225449984,11219
#[INFO ] Res size 280
query2.1,200,1,GZIP,137438953472,32,0,13064591851,25175126016,18074.7
#[INFO ] Res size 56
query2.2,200,1,GZIP,137438953472,32,0,13063370557,25171980288,16162.5
#[INFO ] Res size 7
query2.3,200,1,GZIP,137438953472,32,0,13063370556,25171980288,13874.2
#[INFO ] Res size 150
query3.1,200,1,GZIP,137438953472,32,0,10200131920,25207037952,18677
#[INFO ] Res size 600
query3.2,200,1,GZIP,137438953472,32,0,10205703430,25216692224,15171.7
#[INFO ] Res size 24
query3.3,200,1,GZIP,137438953472,32,0,10200819105,25209995264,11943.2
#[INFO ] Res size 4
query3.4,200,1,GZIP,137438953472,32,0,10200819518,25209995264,11726.8
#[INFO ] Res size 35
query4.1,200,1,GZIP,137438953472,32,0,17381309335,25220087808,19931.2
#[INFO ] Res size 100
query4.2,200,1,GZIP,137438953472,32,0,17378258285,25208029184,22851.9
#[INFO ] Res size 800
query4.3,200,1,GZIP,137438953472,32,0,17380478508,25215926272,22717.2
#[INFO ] Res size 1
query1.1,200,1,GZIP,137438953472,32,0,7121954802,12225449984,10750.3
#[INFO ] Res size 1
query1.2,200,1,GZIP,137438953472,32,0,7121954943,12225449984,11115.5
#[INFO ] Res size 1
query1.3,200,1,GZIP,137438953472,32,0,7121955037,12225449984,11095.1
#[INFO ] Res size 280
query2.1,200,1,GZIP,137438953472,32,0,13064591859,25175126016,17333.4
#[INFO ] Res size 56
query2.2,200,1,GZIP,137438953472,32,0,13063370562,25171980288,16291.6
#[INFO ] Res size 7
query2.3,200,1,GZIP,137438953472,32,0,13063370562,25171980288,14524.8
#[INFO ] Res size 150
query3.1,200,1,GZIP,137438953472,32,0,10200131924,25207037952,17915
#[INFO ] Res size 600
query3.2,200,1,GZIP,137438953472,32,0,10205703436,25216692224,15684.6
#[INFO ] Res size 24
query3.3,200,1,GZIP,137438953472,32,0,10200819111,25209995264,12304.5
#[INFO ] Res size 4
query3.4,200,1,GZIP,137438953472,32,0,10200819522,25209995264,12015.2
#[INFO ] Res size 35
query4.1,200,1,GZIP,137438953472,32,0,17381309337,25220087808,19685.9
#[INFO ] Res size 100
query4.2,200,1,GZIP,137438953472,32,0,17378258287,25208029184,22169.7
#[INFO ] Res size 800
query4.3,200,1,GZIP,137438953472,32,0,17380478510,25215926272,22845.4
#[INFO ] Res size 1
query1.1,200,1,GZIP,137438953472,32,0,7121954804,12225449984,10027.5
#[INFO ] Res size 1
query1.2,200,1,GZIP,137438953472,32,0,7121954945,12225449984,10033.8
#[INFO ] Res size 1
query1.3,200,1,GZIP,137438953472,32,0,7121955039,12225449984,10567
#[INFO ] Res size 280
query2.1,200,1,GZIP,137438953472,32,0,13064591861,25175126016,17677.9
#[INFO ] Res size 56
query2.2,200,1,GZIP,137438953472,32,0,13063370564,25171980288,15835.6
#[INFO ] Res size 7
query2.3,200,1,GZIP,137438953472,32,0,13063370564,25171980288,12705.6
#[INFO ] Res size 150
query3.1,200,1,GZIP,137438953472,32,0,10200131926,25207037952,17719
#[INFO ] Res size 600
query3.2,200,1,GZIP,137438953472,32,0,10205703436,25216692224,14830.3
#[INFO ] Res size 24
query3.3,200,1,GZIP,137438953472,32,0,10200819111,25209995264,11620.3
#[INFO ] Res size 4
query3.4,200,1,GZIP,137438953472,32,0,10200819522,25209995264,11893.5
#[INFO ] Res size 35
query4.1,200,1,GZIP,137438953472,32,0,17381309337,25220087808,19748.5
#[INFO ] Res size 100
query4.2,200,1,GZIP,137438953472,32,0,17378258287,25208029184,21917.8
#[INFO ] Res size 800
query4.3,200,1,GZIP,137438953472,32,0,17380478510,25215926272,22944.7
#[INFO ] Res size 1
query1.1,200,1,GZIP,137438953472,32,0,7121954804,12225449984,10814.3
#[INFO ] Res size 1
query1.2,200,1,GZIP,137438953472,32,0,7121954945,12225449984,10748.9
#[INFO ] Res size 1
query1.3,200,1,GZIP,137438953472,32,0,7121955039,12225449984,10882.5
#[INFO ] Res size 280
query2.1,200,1,GZIP,137438953472,32,0,13064591861,25175126016,16708
#[INFO ] Res size 56
query2.2,200,1,GZIP,137438953472,32,0,13063370564,25171980288,15170.2
#[INFO ] Res size 7
query2.3,200,1,GZIP,137438953472,32,0,13063370564,25171980288,14097.9
#[INFO ] Res size 150
query3.1,200,1,GZIP,137438953472,32,0,10200131926,25207037952,17439.5
#[INFO ] Res size 600
query3.2,200,1,GZIP,137438953472,32,0,10205703438,25216692224,14831.5
#[INFO ] Res size 24
query3.3,200,1,GZIP,137438953472,32,0,10200819115,25209995264,12427.3
#[INFO ] Res size 4
query3.4,200,1,GZIP,137438953472,32,0,10200819526,25209995264,12739.3
#[INFO ] Res size 35
query4.1,200,1,GZIP,137438953472,32,0,17381309341,25220087808,20539.3
#[INFO ] Res size 100
query4.2,200,1,GZIP,137438953472,32,0,17378258291,25208029184,22387.1
#[INFO ] Res size 800
query4.3,200,1,GZIP,137438953472,32,0,17380478514,25215926272,23161
#[INFO ] Res size 1
query1.1,200,1,GZIP,137438953472,32,0,7121954808,12225449984,10210.5
#[INFO ] Res size 1
query1.2,200,1,GZIP,137438953472,32,0,7121954949,12225445888,10625.7
#[INFO ] Res size 1
